id,Recency,Frequency,Monetary
6054,23,7,710
6055,278,13,1383
6056,189,11,737
6057,253,8,737
6058,311,8,977
6059,454,4,329
6060,166,8,683
6061,137,9,879
6062,124,10,838
6063,63,11,1151
6064,89,10,1293
6065,88,18,1859
6066,99,10,995
6067,199,8,869
6068,143,11,943
6069,256,8,629
6070,250,7,552
6071,120,13,1155
6072,27,12,1131
6073,444,5,527
6074,135,12,1206
6075,98,7,1152
6076,346,4,303
6077,430,9,760
6078,438,9,548
6079,116,10,661
6080,343,10,1090
6081,168,16,1221
6082,96,8,939
6083,410,9,886
6084,177,7,792
6085,73,7,352
6086,76,7,555
6087,184,10,697
6088,134,6,499
6089,103,6,609
6090,167,9,532
6091,184,10,929
6092,9,7,792
6093,305,12,950
6094,201,11,1139
6095,64,16,1455
6096,200,10,989
6097,108,8,826
6098,202,12,1537
6099,135,6,665
6100,336,7,624
6101,139,8,726
6102,13,8,699
6103,49,12,985
6104,32,9,773
6105,245,5,465
6106,81,8,825
6107,98,6,507
6108,32,14,1318
6109,118,8,900
6110,114,20,2309
6111,248,8,730
6112,193,10,863
6113,349,10,834
6114,147,9,908
6115,194,10,1015
6116,40,9,881
6117,350,9,916
6118,136,11,1089
6119,103,15,1346
6120,179,15,1243
6121,15,11,1113
6122,200,12,777
6123,181,9,982
6124,585,6,483
6125,197,7,445
6126,216,7,674
6127,447,7,324
6128,107,14,958
6129,12,6,983
6130,37,8,569
6131,40,10,1076
6132,9,11,1136
6133,222,13,1555
6134,117,14,1296
6135,141,7,517
6136,401,8,834
6137,530,5,651
6138,279,8,771
6139,101,16,1536
6140,100,13,1419
6141,85,6,411
6142,295,8,678
6143,81,7,603
6144,213,13,1192
6145,69,8,929
6146,60,11,1221
6147,165,8,909
6148,33,13,942
6149,80,9,767
6150,41,14,936
6151,138,9,876
6152,62,10,704
6153,194,9,786
6154,55,12,873
6155,80,12,1265
6156,37,9,562
6157,117,9,827
6158,433,8,951
6159,55,9,1068
6160,422,9,907
6161,57,13,1203
6162,126,6,459
6163,90,8,1007
6164,86,14,917
6165,173,14,1280
6166,452,9,980
6167,451,8,776
6168,389,9,650
6169,90,10,1180
6170,180,13,1034
6171,199,8,575
6172,60,7,592
6173,37,12,1252
6174,435,7,607
6175,7,7,369
6176,96,8,660
6177,126,9,1002
6178,69,10,808
6179,173,17,1113
6180,231,8,613
6181,163,9,806
6182,395,6,592
6183,24,18,1400
6184,162,13,1075
6185,77,12,1121
6186,431,7,736
6187,224,10,995
6188,525,5,490
6189,481,10,1055
6190,210,11,1027
6191,113,13,1007
6192,471,8,608
6193,411,10,715
6194,196,6,509
6195,252,10,832
6196,418,12,1150
6197,283,7,614
6198,245,9,820
6199,300,7,566
6200,431,9,667
6201,57,15,1268
6202,158,9,976
6203,303,4,197
6204,104,9,857
6205,9,11,1236
6206,110,8,506
6207,196,11,963
6208,57,11,1486
6209,474,8,1016
6210,314,6,523
6211,406,14,1354
6212,132,6,482
6213,266,9,1262
6214,81,12,1027
6215,241,10,863
6216,36,11,909
6217,75,11,983
6218,470,4,451
6219,457,7,645
6220,197,7,998
6221,221,8,488
6222,351,7,809
6223,485,7,709
6224,124,13,1053
6225,427,9,1011
6226,63,10,519
6227,113,6,752
6228,128,9,508
6229,90,15,1323
6230,512,10,744
6231,142,14,1119
6232,57,7,773
6233,171,12,1295
6234,72,12,1196
6235,290,8,709
6236,516,11,1636
6237,133,13,1212
6238,70,11,1005
6239,37,13,1380
6240,253,16,1531
6241,537,8,937
6242,211,7,718
6243,61,5,406
6244,105,13,1330
6245,398,10,1019
6246,7,13,1421
6247,262,10,944
6248,170,8,935
6249,235,13,1218
6250,127,11,1188
6251,82,9,830
6252,185,9,722
6253,135,16,1583
6254,139,6,719
6255,412,7,488
6256,109,13,1189
6257,102,13,1015
6258,161,8,664
6259,157,11,1153
6260,449,6,584
6261,80,7,473
6262,339,8,741
6263,53,17,1622
6264,202,15,1888
6265,131,14,1795
6266,361,5,564
6267,198,14,1354
6268,126,16,1323
6269,279,5,409
6270,230,12,1203
6271,268,8,578
6272,442,7,686
6273,75,10,999
6274,348,6,845
6275,104,5,485
6276,17,14,1037
6277,321,4,645
6278,17,9,1013
6279,101,3,175
6280,42,11,973
6281,221,6,659
6282,95,15,1681
6283,118,10,929
6284,71,16,1716
6285,150,9,914
6286,519,7,611
6287,198,7,573
6288,193,9,644
6289,154,10,948
6290,131,12,1059
6291,197,12,1063
6292,17,11,943
6293,494,8,803
6294,135,6,423
6295,74,13,1323
6296,410,13,1572
6297,418,6,786
6298,438,4,572
6299,70,15,1496
6300,87,11,1126
6301,7,8,559
6302,61,9,968
6303,137,14,1053
6304,34,10,1195
6305,107,10,812
6306,175,5,593
6307,153,11,939
6308,212,5,507
6309,123,12,1155
6310,138,10,867
6311,130,12,937
6312,472,6,628
6313,95,12,1141
6314,212,10,914
6315,281,14,1838
6316,125,5,450
6317,271,7,513
6318,89,7,620
6319,197,12,1290
6320,111,8,998
6321,594,5,664
6322,123,7,640
6323,43,9,609
6324,79,8,691
6325,78,16,1405
6326,154,6,509
6327,150,12,1351
6328,213,9,941
6329,149,14,1277
6330,250,11,1077
6331,93,13,1144
6332,219,10,1066
6333,93,8,696
6334,30,14,1283
6335,171,10,1413
6336,207,8,1091
6337,170,7,593
6338,190,5,625
6339,104,12,1281
6340,80,8,447
6341,142,12,1276
6342,95,10,1178
6343,270,7,770
6344,132,11,1169
6345,181,12,928
6346,235,7,408
6347,244,8,825
6348,196,12,1079
6349,206,9,578
6350,280,7,571
6351,186,13,971
6352,102,11,1134
6353,173,9,1081
6354,47,16,1536
6355,75,18,1893
6356,182,11,1251
6357,197,9,875
6358,161,10,750
6359,208,5,373
6360,34,9,989
6361,65,7,438
6362,283,4,203
6363,101,12,1081
6364,138,14,1217
6365,41,11,1148
6366,40,11,1251
6367,191,10,1117
6368,170,5,464
6369,163,12,1165
6370,278,6,421
6371,234,8,697
6372,64,8,596
6373,150,10,687
6374,99,10,675
6375,529,7,733
6376,326,6,608
6377,185,13,1503
6378,96,10,929
6379,92,12,1115
6380,115,10,834
6381,155,10,1239
6382,41,16,1590
6383,168,10,910
6384,129,7,272
6385,38,12,1150
6386,223,17,1681
6387,254,5,389
6388,52,11,893
6389,447,3,226
6390,56,8,964
6391,99,9,699
6392,222,9,739
6393,249,11,1019
6394,426,11,870
6395,410,6,591
6396,255,8,736
6397,155,14,1517
6398,70,7,625
6399,95,12,1058
6400,148,8,823
6401,142,10,886
6402,437,7,770
6403,527,8,715
6404,451,11,977
6405,244,7,419
6406,243,9,701
6407,113,7,386
6408,60,14,1176
6409,421,7,516
6410,307,8,768
6411,226,15,1233
6412,56,8,730
6413,77,13,1018
6414,126,15,1265
6415,111,9,726
6416,242,2,248
6417,131,7,681
6418,515,5,578
6419,169,12,1470
6420,182,10,1019
6421,455,8,864
6422,108,15,922
6423,228,11,1118
6424,493,8,727
6425,132,6,680
6426,195,11,1119
6427,135,9,770
6428,323,10,1258
6429,92,15,1349
6430,591,4,496
6431,400,9,774
6432,171,13,1257
6433,120,10,725
6434,100,9,1397
6435,111,6,408
6436,117,15,1183
6437,124,11,1209
6438,251,7,953
6439,91,9,952
6440,302,8,729
6441,86,12,1044
6442,277,10,865
6443,33,6,604
6444,130,6,731
6445,218,12,1041
6446,34,8,1126
6447,157,16,1562
6448,53,7,555
6449,64,11,1344
6450,179,15,1667
6451,47,7,704
6452,66,8,638
6453,166,10,1038
6454,427,11,1033
6455,201,12,1249
6456,77,10,949
6457,215,15,1746
6458,84,11,1243
6459,239,5,472
6460,109,8,850
6461,122,12,1152
6462,297,11,842
6463,93,7,754
6464,157,10,720
6465,4,14,1320
6466,308,8,517
6467,378,8,685
6468,230,6,705
6469,168,11,1112
6470,168,5,532
6471,233,10,1142
6472,148,15,1637
6473,213,9,813
6474,268,10,740
6475,201,7,760
6476,224,13,1426
6477,75,12,852
6478,105,6,562
6479,84,12,1064
6480,174,3,325
6481,176,4,553
6482,170,8,838
6483,67,6,555
6484,127,12,909
6485,30,3,356
6486,144,11,974
6487,26,8,718
6488,110,9,683
6489,133,9,845
6490,5,12,1322
6491,257,8,1003
6492,484,5,656
6493,454,6,528
6494,29,9,675
6495,202,12,1356
6496,170,14,1596
6497,160,14,1794
6498,61,13,1296
6499,14,10,950
6500,114,10,1096
6501,252,14,1292
6502,29,10,984
6503,286,15,1473
6504,92,18,1859
6505,48,12,1326
6506,79,18,2020
6507,115,9,747
6508,38,9,697
6509,140,4,318
6510,47,10,604
6511,196,9,763
6512,127,10,912
6513,18,7,956
6514,244,13,734
6515,102,17,1287
6516,39,13,1182
6517,145,8,911
6518,147,9,686
6519,230,13,1339
6520,129,14,1103
6521,513,4,390
6522,148,5,637
6523,171,11,923
6524,111,13,1141
6525,146,21,2362
6526,124,13,1271
6527,135,10,720
6528,123,12,1196
6529,218,9,848
6530,953,1,76
6531,196,8,747
6532,47,7,602
6533,207,19,1786
6534,534,8,700
6535,150,8,991
6536,119,16,2022
6537,137,7,681
6538,485,5,368
6539,425,8,997
6540,375,5,511
6541,23,9,808
6542,60,17,2023
6543,560,5,378
6544,121,9,912
6545,94,13,1303
6546,246,9,691
6547,168,14,1404
6548,91,15,1776
6549,188,8,1024
6550,197,12,1202
6551,118,9,806
6552,74,10,1114
6553,72,7,890
6554,150,9,1130
6555,432,7,579
6556,502,4,292
6557,84,11,1280
6558,58,11,894
6559,167,7,510
6560,58,8,728
6561,85,10,855
6562,334,6,546
6563,156,10,868
6564,48,16,1618
6565,139,6,612
6566,219,5,328
6567,45,14,1077
6568,154,10,959
6569,41,10,861
6570,166,10,1030
6571,171,11,1189
6572,8,12,1018
6573,144,12,1452
6574,45,16,1525
6575,161,10,993
6576,486,9,983
6577,574,5,470
6578,111,12,780
6579,100,7,720
6580,128,7,647
6581,76,14,1256
6582,273,8,528
6583,131,7,606
6584,307,10,1079
6585,158,13,1326
6586,2,9,837
6587,90,8,803
6588,230,5,495
6589,98,10,1105
6590,99,12,1239
6591,62,11,1216
6592,174,5,481
6593,421,11,1200
6594,135,11,1190
6595,170,5,495
6596,86,10,502
6597,186,9,871
6598,56,7,650
6599,140,7,972
6600,213,10,889
6601,44,14,1346
6602,435,14,1558
6603,462,7,562
6604,152,9,553
6605,50,13,1269
6606,79,6,446
6607,26,11,961
6608,208,7,825
6609,80,12,1373
6610,63,8,661
6611,205,7,702
6612,420,5,588
6613,5,12,1023
6614,158,10,1176
6615,150,10,1163
6616,38,14,1554
6617,186,11,1131
6618,107,9,932
6619,97,11,1167
6620,39,14,1025
6621,161,6,471
6622,488,7,681
6623,123,15,1346
6624,175,10,792
6625,195,9,973
6626,44,10,1185
6627,124,9,1033
6628,145,10,922
6629,492,7,516
6630,284,9,1098
6631,26,15,1518
6632,88,8,1048
6633,104,11,1069
6634,103,12,1220
6635,145,19,1696
6636,35,10,1065
6637,34,8,681
6638,156,9,982
6639,92,11,1131
6640,93,7,583
6641,139,7,674
6642,193,12,948
6643,265,8,477
6644,65,16,1375
6645,459,7,543
6646,62,9,1052
6647,512,8,908
6648,214,8,799
6649,177,6,824
6650,48,10,714
6651,528,8,588
6652,428,5,556
6653,67,14,1380
6654,110,11,870
6655,136,9,765
6656,35,12,1138
6657,482,10,681
6658,8,9,867
6659,178,2,238
6660,349,8,813
6661,166,7,705
6662,220,11,744
6663,42,4,352
6664,239,9,792
6665,167,11,866
6666,22,16,1159
6667,34,8,513
6668,218,11,1112
6669,28,9,804
6670,137,12,1107
6671,160,11,770
6672,191,9,686
6673,135,14,1455
6674,120,6,616
6675,67,7,617
6676,54,9,717
6677,394,6,671
6678,150,8,687
6679,248,11,1227
6680,128,8,751
6681,160,3,211
6682,310,8,592
6683,146,8,806
6684,65,10,1165
6685,88,6,758
6686,74,11,1102
6687,54,8,654
6688,146,11,975
6689,17,11,931
6690,5,10,997
6691,298,7,616
6692,77,8,626
6693,31,6,658
6694,120,12,1510
6695,90,4,314
6696,275,4,371
6697,109,8,958
6698,14,17,1630
6699,115,14,1748
6700,141,10,649
6701,166,6,537
6702,52,10,990
6703,64,14,1250
6704,145,5,557
6705,60,12,1196
6706,429,7,627
6707,186,7,528
6708,225,7,713
6709,426,7,614
6710,182,8,677
6711,127,11,1161
6712,5,14,969
6713,8,11,920
6714,414,7,505
6715,169,15,1626
6716,69,15,1221
6717,289,9,860
6718,369,8,952
6719,189,8,782
6720,123,8,794
6721,127,5,410
6722,197,13,1169
6723,242,9,528
6724,8,13,1061
6725,137,8,1021
6726,188,11,1303
6727,139,15,1012
6728,320,4,345
6729,111,8,726
6730,32,18,2048
6731,45,8,543
6732,25,10,1025
6733,114,7,683
6734,130,7,680
6735,217,11,1129
6736,99,13,1110
6737,146,9,788
6738,410,6,538
6739,160,9,431
6740,259,7,670
6741,76,12,1092
6742,99,9,1109
6743,139,8,677
6744,23,13,1015
6745,130,9,788
6746,441,10,979
6747,135,9,805
6748,52,11,1265
6749,52,11,1236
6750,70,11,985
6751,36,17,1504
6752,251,9,966
6753,534,10,1034
6754,219,12,895
6755,221,10,837
6756,146,8,696
6757,103,9,916
6758,197,10,885
6759,164,6,561
6760,122,12,1111
6761,288,7,808
6762,51,12,801
6763,173,18,1960
6764,230,10,874
6765,200,8,762
6766,130,9,845
6767,175,8,763
6768,488,8,766
6769,83,7,898
6770,250,6,522
6771,5,11,1166
6772,141,11,1361
6773,138,7,612
6774,115,7,526
6775,165,13,1150
6776,167,8,1030
6777,159,2,296
6778,156,12,1338
6779,146,6,616
6780,212,8,873
6781,147,4,211
6782,162,8,795
6783,122,10,728
6784,167,14,1381
6785,316,5,348
6786,10,12,1081
6787,152,8,743
6788,111,8,771
6789,346,4,343
6790,73,18,1120
6791,152,9,916
6792,130,15,1379
6793,72,3,105
6794,210,10,993
6795,56,12,999
6796,374,8,637
6797,166,8,1149
6798,148,6,926
6799,133,11,1084
6800,122,8,1136
6801,171,8,498
6802,514,7,706
6803,176,13,1243
6804,255,7,678
6805,196,10,1255
6806,420,13,827
6807,128,9,639
6808,403,9,686
6809,36,11,991
6810,49,8,718
6811,7,12,1163
6812,241,14,1226
6813,311,14,1056
6814,235,8,902
6815,81,8,923
6816,71,10,963
6817,68,16,1447
6818,227,7,644
6819,23,14,947
6820,23,5,547
6821,99,14,1046
6822,94,9,612
6823,222,8,995
6824,189,5,506
6825,79,10,970
6826,47,11,1046
6827,324,12,1368
6828,231,10,939
6829,40,10,674
6830,159,15,1095
6831,267,13,1178
6832,31,9,1016
6833,2,12,1023
6834,132,10,931
6835,175,15,1401
6836,234,12,1373
6837,234,8,693
6838,140,10,907
6839,294,6,746
6840,81,9,1010
6841,54,10,895
6842,330,5,497
6843,181,6,521
6844,199,11,650
6845,46,8,1034
6846,186,8,910
6847,82,8,1008
6848,198,9,936
6849,506,7,824
6850,179,11,1163
6851,524,4,512
6852,163,9,973
6853,143,10,1014
6854,93,8,1006
6855,170,12,1285
6856,518,6,596
6857,99,16,1193
6858,81,10,1047
6859,329,5,629
6860,166,7,685
6861,60,8,689
6862,132,5,487
6863,372,8,672
6864,129,10,831
6865,137,8,838
6866,225,8,803
6867,180,10,1069
6868,150,12,1215
6869,199,14,1103
6870,179,11,1320
6871,54,9,873
6872,258,7,769
6873,66,14,1175
6874,231,8,608
6875,2,15,1570
6876,130,5,311
6877,241,5,640
6878,99,11,1279
6879,505,3,236
6880,146,5,593
6881,101,9,798
6882,101,17,1714
6883,265,6,564
6884,365,5,505
6885,559,5,706
6886,183,7,583
6887,460,5,398
6888,37,12,1143
6889,24,16,1607
6890,160,12,1136
6891,94,10,884
6892,192,8,561
6893,183,13,1543
6894,103,9,883
6895,144,12,1035
6896,141,18,1761
6897,149,8,820
6898,294,9,538
6899,82,11,1328
6900,188,16,2230
6901,17,8,478
6902,33,10,737
6903,477,4,544
6904,116,10,1254
6905,217,15,1853
6906,71,16,1644
6907,218,9,937
6908,401,9,860
6909,16,7,681
6910,25,8,822
6911,71,12,1168
6912,110,8,763
6913,122,13,1214
6914,520,4,496
6915,52,9,749
6916,70,10,899
6917,423,7,882
6918,404,7,792
6919,291,15,1583
6920,98,6,614
6921,195,13,1232
6922,216,9,992
6923,202,13,1433
6924,10,9,717
6925,79,13,1276
6926,5,14,1495
6927,203,9,883
6928,153,14,915
6929,71,11,1254
6930,390,5,545
6931,170,8,883
6932,123,9,804
6933,149,8,650
6934,39,14,1046
6935,232,9,777
6936,229,12,1264
6937,140,9,648
6938,136,6,757
6939,87,10,979
6940,182,10,1354
6941,161,7,524
6942,81,14,1380
6943,210,11,890
6944,447,5,436
6945,30,4,303
6946,58,11,736
6947,222,12,1020
6948,139,11,903
6949,364,14,1761
6950,93,4,413
6951,5,9,809
6952,188,9,936
6953,177,8,785
6954,93,13,1230
6955,582,1,20
6956,186,6,390
6957,437,8,982
6958,60,11,866
6959,62,7,774
6960,195,10,1202
6961,139,13,1156
6962,143,10,1044
6963,208,10,927
6964,267,7,664
6965,196,9,830
6966,194,14,1081
6967,143,9,1001
6968,84,10,721
6969,85,12,1449
6970,136,7,850
6971,245,7,492
6972,221,11,1022
6973,73,11,752
6974,424,5,277
6975,318,6,650
6976,480,9,1115
6977,95,9,1001
6978,162,8,540
6979,303,14,1184
6980,158,10,930
6981,113,11,1093
6982,219,10,1216
6983,312,13,930
6984,289,11,1274
6985,44,7,727
6986,66,12,1163
6987,201,13,1287
6988,156,11,1224
6989,95,13,1152
6990,23,11,1001
6991,10,7,661
6992,163,6,319
6993,596,5,586
6994,121,14,1129
6995,170,7,583
6996,37,9,875
6997,76,12,874
6998,62,8,366
6999,88,9,395
7000,157,9,741
7001,58,17,1650
7002,177,10,946
7003,64,10,1004
7004,51,12,1210
7005,78,8,737
7006,448,7,594
7007,206,12,1047
7008,304,11,1202
7009,421,11,1434
7010,130,12,870
7011,167,11,856
7012,166,9,914
7013,7,8,933
7014,98,14,1444
7015,503,5,563
7016,221,8,816
7017,71,8,730
7018,129,13,1275
7019,342,9,634
7020,178,11,934
7021,392,9,982
7022,70,8,597
7023,89,4,510
7024,40,17,1703
7025,127,9,1079
7026,192,11,853
7027,124,9,895
7028,233,13,1361
7029,146,9,804
7030,499,9,937
7031,29,11,862
7032,235,11,1206
7033,145,13,1162
7034,119,8,518
7035,148,11,904
7036,220,11,1024
7037,87,11,1090
7038,193,9,391
7039,475,4,438
7040,286,12,1018
7041,270,7,515
7042,192,8,718
7043,113,11,1454
7044,133,8,558
7045,114,15,1284
7046,156,16,1588
7047,49,6,765
7048,69,3,248
7049,148,8,682
7050,92,12,1240
7051,114,12,1348
7052,107,9,740
7053,300,10,1066
7054,62,13,967
7055,274,2,63
7056,123,7,771
7057,13,16,1359
7058,194,14,1238
7059,517,9,990
7060,485,8,783
7061,48,11,636
7062,79,13,977
7063,378,11,900
7064,153,10,1108
7065,210,13,1322
7066,191,11,907
7067,135,6,730
7068,126,9,878
7069,94,9,883
7070,24,15,1682
7071,254,9,747
7072,94,11,1104
7073,410,12,1319
7074,95,11,1191
7075,84,6,738
7076,68,9,829
7077,121,7,700
7078,61,9,864
7079,91,10,1148
7080,217,9,982
7081,198,9,1081
7082,238,13,1087
7083,59,11,1100
7084,28,10,848
7085,21,9,1003
7086,143,11,1090
7087,49,13,1588
7088,345,7,759
7089,32,12,1204
7090,111,10,906
7091,322,8,868
7092,56,12,1455
7093,54,10,1023
7094,85,15,1372
7095,101,4,714
7096,89,13,1136
7097,277,11,964
7098,11,7,787
7099,108,10,643
7100,177,7,842
7101,251,11,1160
7102,177,9,839
7103,104,16,1411
7104,66,13,1155
7105,452,12,1042
7106,122,10,749
7107,162,12,648
7108,237,10,652
7109,247,11,879
7110,58,11,1123
7111,153,10,1111
7112,118,12,1011
7113,250,8,856
7114,146,11,1167
7115,133,13,1353
7116,431,9,1000
7117,133,15,1410
7118,127,9,1217
7119,109,12,1213
7120,98,9,989
7121,273,10,915
7122,30,12,887
7123,199,8,783
7124,275,12,1594
7125,75,11,758
7126,505,6,414
7127,208,13,953
7128,395,13,1346
7129,153,15,1483
7130,113,12,1215
7131,87,12,1028
7132,95,14,1680
7133,124,12,937
7134,53,13,1394
7135,59,13,1161
7136,169,13,1239
7137,123,10,982
7138,29,12,1413
7139,79,10,1073
7140,246,7,476
7141,261,7,716
7142,151,7,860
7143,286,15,1804
7144,193,17,1384
7145,441,7,615
7146,188,7,838
7147,135,6,467
7148,542,3,275
7149,97,8,743
7150,207,14,907
7151,142,11,1194
7152,175,10,1273
7153,85,6,368
7154,356,11,960
7155,102,12,1056
7156,95,8,911
7157,470,5,502
7158,171,15,1493
7159,147,14,1239
7160,78,9,705
7161,81,8,819
7162,474,12,1688
7163,491,5,338
7164,220,12,1138
7165,204,11,941
7166,305,10,1035
7167,92,7,637
7168,19,13,1436
7169,373,7,495
7170,85,13,1397
7171,130,8,567
7172,269,11,1086
7173,241,5,376
7174,459,11,1483
7175,218,8,985
7176,69,8,791
7177,533,4,327
7178,456,9,739
7179,174,4,400
7180,162,15,1164
7181,249,6,990
7182,195,15,1222
7183,178,14,970
7184,65,9,584
7185,105,15,1372
7186,387,5,692
7187,72,14,1712
7188,33,6,764
7189,44,15,1021
7190,154,7,559
7191,150,7,804
7192,570,4,466
7193,272,4,351
7194,92,11,837
7195,130,11,1122
7196,199,8,735
7197,57,13,1061
7198,192,9,723
7199,161,16,1800
7200,93,11,1068
7201,175,10,798
7202,125,9,932
7203,123,12,1393
7204,253,10,736
7205,205,12,1523
7206,120,10,1055
7207,63,9,848
7208,316,8,504
7209,22,10,1341
7210,67,14,1065
7211,429,7,858
7212,132,14,1564
7213,256,8,662
7214,494,12,1009
7215,210,10,1067
7216,180,8,757
7217,106,11,911
7218,45,15,1269
7219,229,11,1177
7220,442,8,857
7221,124,12,1188
7222,346,7,811
7223,370,7,695
7224,59,9,465
7225,159,14,1380
7226,309,10,1271
7227,65,14,1373
7228,66,7,944
7229,77,10,1108
7230,127,10,1184
7231,285,10,949
7232,227,4,350
7233,70,10,726
7234,414,9,1154
7235,88,14,1185
7236,166,6,590
7237,47,8,879
7238,231,13,1248
7239,164,11,1041
7240,41,17,1774
7241,163,9,798
7242,116,9,992
7243,170,10,934
7244,22,7,784
7245,412,4,312
7246,104,9,482
7247,269,8,713
7248,165,11,791
7249,243,8,597
7250,210,9,960
7251,129,11,979
7252,86,7,592
7253,231,9,656
7254,25,12,1151
7255,184,9,1015
7256,241,5,601
7257,402,7,555
7258,234,10,1028
7259,190,11,1186
7260,24,13,1369
7261,130,18,1283
7262,78,8,620
7263,203,13,1342
7264,39,10,703
7265,244,12,1368
7266,190,13,1135
7267,73,9,830
7268,170,10,793
7269,206,9,959
7270,246,9,797
7271,135,9,806
7272,106,15,1546
7273,434,7,677
7274,224,13,930
7275,123,6,436
7276,456,4,315
7277,171,9,738
7278,308,11,824
7279,114,7,552
7280,73,11,874
7281,245,7,710
7282,210,9,573
7283,179,17,1625
7284,52,8,655
7285,580,4,485
7286,163,8,901
7287,477,12,1140
7288,257,6,482
7289,145,9,765
7290,61,10,958
7291,108,10,1386
7292,381,9,790
7293,269,9,790
7294,13,10,860
7295,235,8,834
7296,65,10,792
7297,168,11,1085
7298,90,8,574
7299,26,12,823
7300,54,5,302
7301,26,12,1194
7302,162,3,273
7303,179,8,626
7304,104,8,1024
7305,83,8,761
7306,216,7,631
7307,115,12,1394
7308,394,5,418
7309,131,11,1364
7310,49,8,656
7311,93,6,606
7312,104,10,527
7313,49,5,461
7314,45,11,1133
7315,522,10,1132
7316,172,7,464
7317,407,9,683
7318,106,6,510
7319,254,13,1498
7320,78,11,1091
7321,285,4,389
7322,176,3,212
7323,366,4,337
7324,62,11,1083
7325,126,11,965
7326,93,5,487
7327,283,10,915
7328,472,7,719
7329,312,4,546
7330,57,11,1025
7331,164,16,1467
7332,113,8,733
7333,556,4,305
7334,107,18,1597
7335,86,10,1278
7336,508,8,929
7337,79,5,524
7338,147,8,827
7339,168,8,857
7340,66,13,1249
7341,84,9,639
7342,77,14,1374
7343,46,17,1862
7344,547,5,519
7345,168,13,1392
7346,253,6,777
7347,40,17,1243
7348,188,10,970
7349,181,11,1064
7350,489,6,581
7351,139,10,1229
7352,123,12,1149
7353,265,14,1146
7354,99,16,1343
7355,35,16,1433
7356,8,13,1330
7357,158,12,1113
7358,451,5,540
7359,140,5,324
7360,212,8,836
7361,102,16,1677
7362,202,8,624
7363,71,6,486
7364,90,7,619
7365,23,6,263
7366,187,5,451
7367,77,6,370
7368,105,7,851
7369,76,8,841
7370,464,3,480
7371,188,7,802
7372,158,10,1111
7373,39,9,683
7374,117,13,1489
7375,36,16,1820
7376,95,13,1445
7377,182,12,1333
7378,74,7,633
7379,69,7,542
7380,93,14,1358
7381,86,11,1069
7382,68,8,595
7383,70,8,654
7384,229,9,935
7385,298,6,441
7386,227,6,711
7387,92,11,700
7388,152,12,943
7389,52,15,1466
7390,450,8,927
7391,133,12,1025
7392,151,9,953
7393,31,11,1318
7394,157,10,993
7395,248,10,736
7396,485,9,740
7397,13,5,662
7398,76,9,713
7399,166,10,1054
7400,431,13,918
7401,62,14,1381
7402,298,9,811
7403,209,9,1252
7404,172,13,1531
7405,55,13,1114
7406,149,7,494
7407,47,12,1255
7408,196,12,1188
7409,135,15,1455
7410,7,14,1277
7411,7,11,1133
7412,139,11,1299
7413,152,7,911
7414,295,10,1121
7415,130,9,1146
7416,122,8,1006
7417,396,11,1085
7418,195,12,1171
7419,137,9,972
7420,25,9,1149
7421,233,15,1515
7422,63,7,794
7423,394,11,1270
7424,138,6,355
7425,208,12,1055
7426,12,11,1110
7427,408,7,653
7428,201,11,748
7429,377,8,837
7430,174,13,1333
7431,57,11,1407
7432,197,8,697
7433,128,10,738
7434,95,7,330
7435,222,14,1262
7436,62,13,1146
7437,238,9,666
7438,23,13,1056
7439,246,10,1243
7440,126,5,642
7441,198,11,1219
7442,346,3,325
7443,163,7,350
7444,116,11,585
7445,122,6,862
7446,307,6,531
7447,54,7,661
7448,138,10,853
7449,109,17,1681
7450,199,10,774
7451,109,10,1305
7452,204,9,815
7453,30,13,1055
7454,58,8,1161
7455,125,7,956
7456,6,13,1204
7457,77,9,847
7458,494,13,1289
7459,156,12,1120
7460,340,6,418
7461,131,13,1104
7462,438,11,941
7463,63,19,1669
7464,113,9,832
7465,167,8,814
7466,208,10,1112
7467,106,12,939
7468,198,14,1248
7469,62,4,200
7470,222,9,1123
7471,463,10,1110
7472,56,14,1005
7473,627,5,429
7474,74,9,1288
7475,66,9,720
7476,47,9,707
7477,61,14,1251
7478,258,12,1102
7479,290,3,361
7480,191,8,1038
7481,189,6,613
7482,170,6,436
7483,35,8,937
7484,488,8,528
7485,14,13,1539
7486,98,12,1236
7487,204,10,986
7488,204,14,1209
7489,291,9,670
7490,292,12,1449
7491,67,11,1475
7492,100,11,1425
7493,179,9,716
7494,106,10,831
7495,200,17,1884
7496,38,13,1503
7497,33,19,1813
7498,94,9,852
7499,158,7,710
7500,131,9,885
7501,299,8,821
7502,83,11,1470
7503,99,14,1118
7504,218,7,858
7505,12,14,1518
7506,80,7,525
7507,193,7,532
7508,174,16,1585
7509,198,7,783
7510,126,12,1321
7511,318,16,1395
7512,377,18,1887
7513,159,6,621
7514,148,8,543
7515,147,13,1170
7516,197,13,1089
7517,246,11,1145
7518,468,9,521
7519,221,13,1400
7520,316,15,1321
7521,183,8,672
7522,146,11,1006
7523,112,10,1003
7524,304,6,591
7525,56,13,1404
7526,39,11,1250
7527,56,11,1438
7528,146,16,1363
7529,448,7,418
7530,121,10,1167
7531,23,11,1098
7532,179,11,1123
7533,191,11,1265
7534,156,7,528
7535,156,5,811
7536,215,11,1059
7537,17,6,513
7538,224,8,683
7539,167,10,839
7540,121,14,1118
